2026-04-06T12:22:10 | INFO     | GPS-D1               | Sensor iniciado | intersección=INT-D1 | intervalo=10s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | GPS-D1               | [Publicado] velocidad= 25.6 km/h | nivel=NORMAL
2026-04-06T12:22:20 | INFO     | GPS-D1               | [Publicado] velocidad= 25.0 km/h | nivel=NORMAL
2026-04-06T12:22:30 | INFO     | GPS-D1               | [Publicado] velocidad= 44.0 km/h | nivel=BAJA
2026-04-06T12:22:40 | INFO     | GPS-D1               | [Publicado] velocidad= 39.5 km/h | nivel=BAJA
2026-04-06T12:22:50 | INFO     | GPS-D1               | [Publicado] velocidad= 38.1 km/h | nivel=NORMAL
2026-04-06T12:23:00 | INFO     | GPS-D1               | [Publicado] velocidad= 16.3 km/h | nivel=NORMAL
2026-04-06T12:23:10 | INFO     | GPS-D1               | [Publicado] velocidad= 40.0 km/h | nivel=BAJA
2026-04-06T12:23:20 | INFO     | GPS-D1               | [Publicado] velocidad= 18.8 km/h | nivel=NORMAL
2026-04-06T12:23:30 | INFO     | GPS-D1               | [Publicado] velocidad= 31.9 km/h | nivel=NORMAL
2026-04-06T12:23:40 | INFO     | GPS-D1               | [Publicado] velocidad= 26.1 km/h | nivel=NORMAL
2026-04-06T12:23:50 | INFO     | GPS-D1               | [Publicado] velocidad= 31.8 km/h | nivel=NORMAL
2026-04-06T12:24:00 | INFO     | GPS-D1               | [Publicado] velocidad= 44.5 km/h | nivel=BAJA
2026-04-06T12:24:10 | INFO     | GPS-D1               | [Publicado] velocidad= 42.8 km/h | nivel=BAJA
2026-04-06T12:24:20 | INFO     | GPS-D1               | [Publicado] velocidad=  9.7 km/h | nivel=ALTA
2026-04-06T12:24:30 | INFO     | GPS-D1               | [Publicado] velocidad= 48.1 km/h | nivel=BAJA
2026-04-06T12:24:40 | INFO     | GPS-D1               | [Publicado] velocidad= 21.9 km/h | nivel=NORMAL
2026-04-06T12:24:50 | INFO     | GPS-D1               | [Publicado] velocidad= 48.7 km/h | nivel=BAJA
2026-04-06T12:25:00 | INFO     | GPS-D1               | [Publicado] velocidad= 35.4 km/h | nivel=NORMAL
2026-04-06T12:25:10 | INFO     | GPS-D1               | [Publicado] velocidad= 20.8 km/h | nivel=NORMAL
2026-04-06T12:25:20 | INFO     | GPS-D1               | [Publicado] velocidad= 28.4 km/h | nivel=NORMAL
2026-04-06T12:25:30 | INFO     | GPS-D1               | [Publicado] velocidad= 27.0 km/h | nivel=NORMAL
2026-04-06T12:25:40 | INFO     | GPS-D1               | [Publicado] velocidad= 22.8 km/h | nivel=NORMAL
2026-04-06T12:25:50 | INFO     | GPS-D1               | [Publicado] velocidad= 31.3 km/h | nivel=NORMAL
2026-04-06T12:26:00 | INFO     | GPS-D1               | [Publicado] velocidad= 38.0 km/h | nivel=NORMAL
2026-04-06T12:26:10 | INFO     | GPS-D1               | [Publicado] velocidad= 30.1 km/h | nivel=NORMAL
2026-04-06T12:26:20 | INFO     | GPS-D1               | [Publicado] velocidad= 31.9 km/h | nivel=NORMAL
2026-04-06T12:26:30 | INFO     | GPS-D1               | [Publicado] velocidad= 21.3 km/h | nivel=NORMAL
2026-04-06T12:26:40 | INFO     | GPS-D1               | [Publicado] velocidad= 29.7 km/h | nivel=NORMAL
2026-04-06T12:26:50 | INFO     | GPS-D1               | [Publicado] velocidad= 17.4 km/h | nivel=NORMAL
2026-04-06T12:27:00 | INFO     | GPS-D1               | [Publicado] velocidad= 36.3 km/h | nivel=NORMAL
2026-04-06T12:27:10 | INFO     | GPS-D1               | [Publicado] velocidad= 20.7 km/h | nivel=NORMAL
2026-04-06T12:27:20 | INFO     | GPS-D1               | [Publicado] velocidad= 39.9 km/h | nivel=BAJA
2026-04-06T12:27:30 | INFO     | GPS-D1               | [Publicado] velocidad= 20.6 km/h | nivel=NORMAL
2026-04-06T12:27:40 | INFO     | GPS-D1               | [Publicado] velocidad= 41.0 km/h | nivel=BAJA
2026-04-06T12:27:50 | INFO     | GPS-D1               | [Publicado] velocidad=  9.2 km/h | nivel=ALTA
2026-04-06T12:28:00 | INFO     | GPS-D1               | [Publicado] velocidad= 27.1 km/h | nivel=NORMAL
2026-04-06T12:28:10 | INFO     | GPS-D1               | [Publicado] velocidad= 41.1 km/h | nivel=BAJA
2026-04-06T12:28:20 | INFO     | GPS-D1               | [Publicado] velocidad= 47.4 km/h | nivel=BAJA
2026-04-06T12:28:30 | INFO     | GPS-D1               | [Publicado] velocidad= 10.5 km/h | nivel=NORMAL
2026-04-06T12:28:40 | INFO     | GPS-D1               | [Publicado] velocidad= 16.0 km/h | nivel=NORMAL
2026-04-06T12:28:50 | INFO     | GPS-D1               | [Publicado] velocidad= 19.8 km/h | nivel=NORMAL
2026-04-06T12:29:00 | INFO     | GPS-D1               | [Publicado] velocidad= 47.0 km/h | nivel=BAJA
2026-04-06T12:29:10 | INFO     | GPS-D1               | [Publicado] velocidad= 25.5 km/h | nivel=NORMAL
2026-04-06T12:29:21 | INFO     | GPS-D1               | [Publicado] velocidad= 22.7 km/h | nivel=NORMAL
2026-04-06T12:29:31 | INFO     | GPS-D1               | [Publicado] velocidad= 24.8 km/h | nivel=NORMAL
2026-04-06T12:29:41 | INFO     | GPS-D1               | [Publicado] velocidad= 37.7 km/h | nivel=NORMAL
2026-04-06T12:29:51 | INFO     | GPS-D1               | [Publicado] velocidad= 14.3 km/h | nivel=NORMAL
2026-04-06T12:30:01 | INFO     | GPS-D1               | [Publicado] velocidad= 27.2 km/h | nivel=NORMAL
2026-04-06T12:30:11 | INFO     | GPS-D1               | [Publicado] velocidad= 32.4 km/h | nivel=NORMAL
2026-04-06T12:30:21 | INFO     | GPS-D1               | [Publicado] velocidad= 18.1 km/h | nivel=NORMAL
2026-04-06T12:30:31 | INFO     | GPS-D1               | [Publicado] velocidad= 41.2 km/h | nivel=BAJA
2026-04-06T12:30:41 | INFO     | GPS-D1               | [Publicado] velocidad= 32.3 km/h | nivel=NORMAL
