2026-04-06T12:22:10 | INFO     | GPS-A1               | Sensor iniciado | intersección=INT-A1 | intervalo=10s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | GPS-A1               | [Publicado] velocidad= 43.5 km/h | nivel=BAJA
2026-04-06T12:22:20 | INFO     | GPS-A1               | [Publicado] velocidad= 31.6 km/h | nivel=NORMAL
2026-04-06T12:22:30 | INFO     | GPS-A1               | [Publicado] velocidad= 16.6 km/h | nivel=NORMAL
2026-04-06T12:22:40 | INFO     | GPS-A1               | [Publicado] velocidad=  5.6 km/h | nivel=ALTA
2026-04-06T12:22:50 | INFO     | GPS-A1               | [Publicado] velocidad= 25.2 km/h | nivel=NORMAL
2026-04-06T12:23:00 | INFO     | GPS-A1               | [Publicado] velocidad= 32.9 km/h | nivel=NORMAL
2026-04-06T12:23:10 | INFO     | GPS-A1               | [Publicado] velocidad= 11.6 km/h | nivel=NORMAL
2026-04-06T12:23:20 | INFO     | GPS-A1               | [Publicado] velocidad= 28.9 km/h | nivel=NORMAL
2026-04-06T12:23:30 | INFO     | GPS-A1               | [Publicado] velocidad= 28.4 km/h | nivel=NORMAL
2026-04-06T12:23:40 | INFO     | GPS-A1               | [Publicado] velocidad= 27.6 km/h | nivel=NORMAL
2026-04-06T12:23:50 | INFO     | GPS-A1               | [Publicado] velocidad= 13.8 km/h | nivel=NORMAL
2026-04-06T12:24:00 | INFO     | GPS-A1               | [Publicado] velocidad= 38.8 km/h | nivel=NORMAL
2026-04-06T12:24:10 | INFO     | GPS-A1               | [Publicado] velocidad= 39.8 km/h | nivel=BAJA
2026-04-06T12:24:20 | INFO     | GPS-A1               | [Publicado] velocidad= 39.1 km/h | nivel=BAJA
2026-04-06T12:24:30 | INFO     | GPS-A1               | [Publicado] velocidad= 18.0 km/h | nivel=NORMAL
2026-04-06T12:24:40 | INFO     | GPS-A1               | [Publicado] velocidad= 44.8 km/h | nivel=BAJA
2026-04-06T12:24:50 | INFO     | GPS-A1               | [Publicado] velocidad= 20.4 km/h | nivel=NORMAL
2026-04-06T12:25:00 | INFO     | GPS-A1               | [Publicado] velocidad= 33.0 km/h | nivel=NORMAL
2026-04-06T12:25:10 | INFO     | GPS-A1               | [Publicado] velocidad= 41.5 km/h | nivel=BAJA
2026-04-06T12:25:20 | INFO     | GPS-A1               | [Publicado] velocidad= 26.5 km/h | nivel=NORMAL
2026-04-06T12:25:30 | INFO     | GPS-A1               | [Publicado] velocidad= 41.8 km/h | nivel=BAJA
2026-04-06T12:25:40 | INFO     | GPS-A1               | [Publicado] velocidad= 23.9 km/h | nivel=NORMAL
2026-04-06T12:25:50 | INFO     | GPS-A1               | [Publicado] velocidad= 27.7 km/h | nivel=NORMAL
2026-04-06T12:26:00 | INFO     | GPS-A1               | [Publicado] velocidad= 44.0 km/h | nivel=BAJA
2026-04-06T12:26:10 | INFO     | GPS-A1               | [Publicado] velocidad= 14.8 km/h | nivel=NORMAL
2026-04-06T12:26:20 | INFO     | GPS-A1               | [Publicado] velocidad= 31.4 km/h | nivel=NORMAL
2026-04-06T12:26:30 | INFO     | GPS-A1               | [Publicado] velocidad= 39.6 km/h | nivel=BAJA
2026-04-06T12:26:40 | INFO     | GPS-A1               | [Publicado] velocidad= 27.9 km/h | nivel=NORMAL
2026-04-06T12:26:50 | INFO     | GPS-A1               | [Publicado] velocidad= 20.5 km/h | nivel=NORMAL
2026-04-06T12:27:00 | INFO     | GPS-A1               | [Publicado] velocidad= 36.3 km/h | nivel=NORMAL
2026-04-06T12:27:10 | INFO     | GPS-A1               | [Publicado] velocidad= 38.5 km/h | nivel=NORMAL
2026-04-06T12:27:20 | INFO     | GPS-A1               | [Publicado] velocidad= 14.9 km/h | nivel=NORMAL
2026-04-06T12:27:30 | INFO     | GPS-A1               | [Publicado] velocidad= 38.4 km/h | nivel=NORMAL
2026-04-06T12:27:40 | INFO     | GPS-A1               | [Publicado] velocidad= 12.1 km/h | nivel=NORMAL
2026-04-06T12:27:50 | INFO     | GPS-A1               | [Publicado] velocidad= 25.3 km/h | nivel=NORMAL
2026-04-06T12:28:00 | INFO     | GPS-A1               | [Publicado] velocidad= 35.3 km/h | nivel=NORMAL
2026-04-06T12:28:10 | INFO     | GPS-A1               | [Publicado] velocidad= 21.9 km/h | nivel=NORMAL
2026-04-06T12:28:20 | INFO     | GPS-A1               | [Publicado] velocidad= 21.6 km/h | nivel=NORMAL
2026-04-06T12:28:30 | INFO     | GPS-A1               | [Publicado] velocidad= 37.7 km/h | nivel=NORMAL
2026-04-06T12:28:40 | INFO     | GPS-A1               | [Publicado] velocidad= 26.8 km/h | nivel=NORMAL
2026-04-06T12:28:50 | INFO     | GPS-A1               | [Publicado] velocidad= 40.2 km/h | nivel=BAJA
2026-04-06T12:29:00 | INFO     | GPS-A1               | [Publicado] velocidad= 13.0 km/h | nivel=NORMAL
2026-04-06T12:29:10 | INFO     | GPS-A1               | [Publicado] velocidad= 35.5 km/h | nivel=NORMAL
2026-04-06T12:29:20 | INFO     | GPS-A1               | [Publicado] velocidad= 35.2 km/h | nivel=NORMAL
2026-04-06T12:29:30 | INFO     | GPS-A1               | [Publicado] velocidad= 10.6 km/h | nivel=NORMAL
