2026-04-06T12:22:10 | INFO     | GPS-E4               | Sensor iniciado | intersección=INT-E4 | intervalo=10s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | GPS-E4               | [Publicado] velocidad= 30.5 km/h | nivel=NORMAL
2026-04-06T12:22:20 | INFO     | GPS-E4               | [Publicado] velocidad= 29.1 km/h | nivel=NORMAL
2026-04-06T12:22:30 | INFO     | GPS-E4               | [Publicado] velocidad= 27.3 km/h | nivel=NORMAL
2026-04-06T12:22:40 | INFO     | GPS-E4               | [Publicado] velocidad= 44.1 km/h | nivel=BAJA
2026-04-06T12:22:50 | INFO     | GPS-E4               | [Publicado] velocidad= 36.6 km/h | nivel=NORMAL
2026-04-06T12:23:00 | INFO     | GPS-E4               | [Publicado] velocidad= 30.7 km/h | nivel=NORMAL
2026-04-06T12:23:10 | INFO     | GPS-E4               | [Publicado] velocidad= 35.8 km/h | nivel=NORMAL
2026-04-06T12:23:20 | INFO     | GPS-E4               | [Publicado] velocidad= 38.4 km/h | nivel=NORMAL
2026-04-06T12:23:30 | INFO     | GPS-E4               | [Publicado] velocidad= 33.3 km/h | nivel=NORMAL
2026-04-06T12:23:40 | INFO     | GPS-E4               | [Publicado] velocidad= 31.1 km/h | nivel=NORMAL
2026-04-06T12:23:50 | INFO     | GPS-E4               | [Publicado] velocidad= 27.6 km/h | nivel=NORMAL
2026-04-06T12:24:00 | INFO     | GPS-E4               | [Publicado] velocidad= 31.6 km/h | nivel=NORMAL
2026-04-06T12:24:10 | INFO     | GPS-E4               | [Publicado] velocidad= 22.7 km/h | nivel=NORMAL
2026-04-06T12:24:20 | INFO     | GPS-E4               | [Publicado] velocidad= 21.7 km/h | nivel=NORMAL
2026-04-06T12:24:30 | INFO     | GPS-E4               | [Publicado] velocidad= 49.1 km/h | nivel=BAJA
2026-04-06T12:24:40 | INFO     | GPS-E4               | [Publicado] velocidad= 33.5 km/h | nivel=NORMAL
2026-04-06T12:24:50 | INFO     | GPS-E4               | [Publicado] velocidad= 24.3 km/h | nivel=NORMAL
2026-04-06T12:25:00 | INFO     | GPS-E4               | [Publicado] velocidad=  5.9 km/h | nivel=ALTA
2026-04-06T12:25:10 | INFO     | GPS-E4               | [Publicado] velocidad= 36.1 km/h | nivel=NORMAL
2026-04-06T12:25:20 | INFO     | GPS-E4               | [Publicado] velocidad= 14.0 km/h | nivel=NORMAL
2026-04-06T12:25:30 | INFO     | GPS-E4               | [Publicado] velocidad= 37.3 km/h | nivel=NORMAL
2026-04-06T12:25:40 | INFO     | GPS-E4               | [Publicado] velocidad= 15.4 km/h | nivel=NORMAL
2026-04-06T12:25:50 | INFO     | GPS-E4               | [Publicado] velocidad= 22.3 km/h | nivel=NORMAL
